id,country,eu_region,age_group,age_group_sort,year,gpg_pct,flag_code,flag_note
903,Hungary,Eastern,Under 25,1_Under 25,2016,3.7,,
904,Hungary,Eastern,Under 25,1_Under 25,2017,3.0,b,break in series
905,Hungary,Eastern,Under 25,1_Under 25,2018,7.9,,
906,Hungary,Eastern,Under 25,1_Under 25,2019,8.2,b,break in series
907,Hungary,Eastern,Under 25,1_Under 25,2020,7.1,p,provisional
908,Hungary,Eastern,Under 25,1_Under 25,2021,7.5,p,provisional
909,Hungary,Eastern,Under 25,1_Under 25,2022,7.6,p,provisional
910,Hungary,Eastern,Under 25,1_Under 25,2023,7.1,p,provisional
911,Hungary,Eastern,Under 25,1_Under 25,2024,8.5,p,provisional
912,Hungary,Eastern,25-34,2_25-34,2007,11.2,,
913,Hungary,Eastern,25-34,2_25-34,2008,10.2,,
914,Hungary,Eastern,25-34,2_25-34,2009,8.9,,
915,Hungary,Eastern,25-34,2_25-34,2010,8.1,,
916,Hungary,Eastern,25-34,2_25-34,2011,8.9,,
917,Hungary,Eastern,25-34,2_25-34,2012,12.6,,
918,Hungary,Eastern,25-34,2_25-34,2013,9.6,,
919,Hungary,Eastern,25-34,2_25-34,2014,10.2,,
920,Hungary,Eastern,25-34,2_25-34,2015,9.1,,
921,Hungary,Eastern,25-34,2_25-34,2016,10.5,,
922,Hungary,Eastern,25-34,2_25-34,2017,12.4,b,break in series
923,Hungary,Eastern,25-34,2_25-34,2018,11.4,,
924,Hungary,Eastern,25-34,2_25-34,2019,15.7,b,break in series
925,Hungary,Eastern,25-34,2_25-34,2020,14.7,p,provisional
926,Hungary,Eastern,25-34,2_25-34,2021,14.2,p,provisional
927,Hungary,Eastern,25-34,2_25-34,2022,13.5,p,provisional
928,Hungary,Eastern,25-34,2_25-34,2023,15.0,p,provisional
929,Hungary,Eastern,25-34,2_25-34,2024,15.2,p,provisional
930,Hungary,Eastern,35-44,3_35-44,2007,22.4,,
931,Hungary,Eastern,35-44,3_35-44,2008,24.3,,
932,Hungary,Eastern,35-44,3_35-44,2009,23.0,,
933,Hungary,Eastern,35-44,3_35-44,2010,22.9,,
934,Hungary,Eastern,35-44,3_35-44,2011,23.2,,
935,Hungary,Eastern,35-44,3_35-44,2012,25.0,,
936,Hungary,Eastern,35-44,3_35-44,2013,21.3,,
937,Hungary,Eastern,35-44,3_35-44,2014,19.9,,
938,Hungary,Eastern,35-44,3_35-44,2015,19.2,,
939,Hungary,Eastern,35-44,3_35-44,2016,19.7,,
940,Hungary,Eastern,35-44,3_35-44,2017,21.2,b,break in series
941,Hungary,Eastern,35-44,3_35-44,2018,20.3,,
942,Hungary,Eastern,35-44,3_35-44,2019,22.7,b,break in series
943,Hungary,Eastern,35-44,3_35-44,2020,21.8,p,provisional
944,Hungary,Eastern,35-44,3_35-44,2021,21.9,p,provisional
945,Hungary,Eastern,35-44,3_35-44,2022,22.4,p,provisional
946,Hungary,Eastern,35-44,3_35-44,2023,22.1,p,provisional
947,Hungary,Eastern,35-44,3_35-44,2024,21.6,p,provisional
948,Hungary,Eastern,45-54,4_45-54,2007,17.9,,
949,Hungary,Eastern,45-54,4_45-54,2008,19.5,,
950,Hungary,Eastern,45-54,4_45-54,2009,20.4,,
951,Hungary,Eastern,45-54,4_45-54,2010,21.4,,
952,Hungary,Eastern,45-54,4_45-54,2011,21.4,,
953,Hungary,Eastern,45-54,4_45-54,2012,23.6,,
954,Hungary,Eastern,45-54,4_45-54,2013,23.8,,
955,Hungary,Eastern,45-54,4_45-54,2014,17.6,,
956,Hungary,Eastern,45-54,4_45-54,2015,16.2,,
957,Hungary,Eastern,45-54,4_45-54,2016,15.8,,
958,Hungary,Eastern,45-54,4_45-54,2017,18.0,b,break in series
959,Hungary,Eastern,45-54,4_45-54,2018,14.7,,
960,Hungary,Eastern,45-54,4_45-54,2019,19.0,b,break in series
961,Hungary,Eastern,45-54,4_45-54,2020,18.4,p,provisional
962,Hungary,Eastern,45-54,4_45-54,2021,19.6,p,provisional
963,Hungary,Eastern,45-54,4_45-54,2022,19.8,p,provisional
964,Hungary,Eastern,45-54,4_45-54,2023,20.1,p,provisional
965,Hungary,Eastern,45-54,4_45-54,2024,18.4,p,provisional
966,Hungary,Eastern,55-64,5_55-64,2007,18.0,,
967,Hungary,Eastern,55-64,5_55-64,2008,18.0,,
968,Hungary,Eastern,55-64,5_55-64,2009,17.5,,
969,Hungary,Eastern,55-64,5_55-64,2010,19.7,,
970,Hungary,Eastern,55-64,5_55-64,2011,18.4,,
971,Hungary,Eastern,55-64,5_55-64,2012,17.8,,
972,Hungary,Eastern,55-64,5_55-64,2013,19.1,,
973,Hungary,Eastern,55-64,5_55-64,2014,11.0,,
974,Hungary,Eastern,55-64,5_55-64,2015,9.4,,
975,Hungary,Eastern,55-64,5_55-64,2016,7.7,,
976,Hungary,Eastern,55-64,5_55-64,2017,10.8,b,break in series
977,Hungary,Eastern,55-64,5_55-64,2018,8.5,,
978,Hungary,Eastern,55-64,5_55-64,2019,14.7,b,break in series
979,Hungary,Eastern,55-64,5_55-64,2020,12.6,p,provisional
980,Hungary,Eastern,55-64,5_55-64,2021,12.5,p,provisional
981,Hungary,Eastern,55-64,5_55-64,2022,13.5,p,provisional
982,Hungary,Eastern,55-64,5_55-64,2023,14.5,p,provisional
983,Hungary,Eastern,55-64,5_55-64,2024,13.2,p,provisional
984,Hungary,Eastern,65+,6_65+,2007,12.3,,
985,Hungary,Eastern,65+,6_65+,2008,20.6,,
986,Hungary,Eastern,65+,6_65+,2009,20.5,,
987,Hungary,Eastern,65+,6_65+,2010,19.9,,
988,Hungary,Eastern,65+,6_65+,2011,21.0,,
989,Hungary,Eastern,65+,6_65+,2012,20.6,,
990,Hungary,Eastern,65+,6_65+,2013,21.4,,
991,Hungary,Eastern,65+,6_65+,2014,18.8,,
992,Hungary,Eastern,65+,6_65+,2015,19.2,,
993,Hungary,Eastern,65+,6_65+,2016,22.3,,
994,Hungary,Eastern,65+,6_65+,2017,24.9,b,break in series
995,Hungary,Eastern,65+,6_65+,2018,17.8,,
996,Hungary,Eastern,65+,6_65+,2019,20.9,b,break in series
997,Hungary,Eastern,65+,6_65+,2020,20.4,p,provisional
998,Hungary,Eastern,65+,6_65+,2021,14.1,p,provisional
999,Hungary,Eastern,65+,6_65+,2022,14.6,p,provisional
1000,Hungary,Eastern,65+,6_65+,2023,13.2,p,provisional
1001,Hungary,Eastern,65+,6_65+,2024,13.8,p,provisional
1002,Ireland,Northern,Under 25,1_Under 25,2008,-1.3,,
1003,Ireland,Northern,Under 25,1_Under 25,2009,-0.3,,
1004,Ireland,Northern,Under 25,1_Under 25,2010,0.8,,
1005,Ireland,Northern,Under 25,1_Under 25,2011,-1.4,,
1006,Ireland,Northern,Under 25,1_Under 25,2012,1.6,,
1007,Ireland,Northern,Under 25,1_Under 25,2013,4.8,,
1008,Ireland,Northern,Under 25,1_Under 25,2014,7.3,,
1009,Ireland,Northern,Under 25,1_Under 25,2015,2.9,p,provisional
1010,Ireland,Northern,Under 25,1_Under 25,2016,3.0,p,provisional
1011,Ireland,Northern,Under 25,1_Under 25,2017,3.0,p,provisional
1012,Ireland,Northern,Under 25,1_Under 25,2018,-5.3,,
1013,Ireland,Northern,Under 25,1_Under 25,2019,-3.8,,
1014,Ireland,Northern,Under 25,1_Under 25,2020,1.6,,
1015,Ireland,Northern,Under 25,1_Under 25,2021,-0.9,,
1016,Ireland,Northern,Under 25,1_Under 25,2022,1.2,,
1017,Ireland,Northern,Under 25,1_Under 25,2023,1.0,p,provisional
1018,Ireland,Northern,Under 25,1_Under 25,2024,0.9,p,provisional
1019,Ireland,Northern,25-34,2_25-34,2008,3.0,,
1020,Ireland,Northern,25-34,2_25-34,2009,3.3,,
1021,Ireland,Northern,25-34,2_25-34,2010,3.6,,
1022,Ireland,Northern,25-34,2_25-34,2011,1.7,,
1023,Ireland,Northern,25-34,2_25-34,2012,1.3,,
1024,Ireland,Northern,25-34,2_25-34,2013,3.0,,
1025,Ireland,Northern,25-34,2_25-34,2014,2.5,,
1026,Ireland,Northern,25-34,2_25-34,2015,0.4,p,provisional
1027,Ireland,Northern,25-34,2_25-34,2016,2.0,p,provisional
1028,Ireland,Northern,25-34,2_25-34,2017,3.0,p,provisional
1029,Ireland,Northern,25-34,2_25-34,2018,5.7,,
1030,Ireland,Northern,25-34,2_25-34,2019,4.9,,
1031,Ireland,Northern,25-34,2_25-34,2020,4.0,,
1032,Ireland,Northern,25-34,2_25-34,2021,6.1,,
1033,Ireland,Northern,25-34,2_25-34,2022,5.6,,
1034,Ireland,Northern,25-34,2_25-34,2023,4.9,p,provisional
1035,Ireland,Northern,25-34,2_25-34,2024,3.9,p,provisional
1036,Ireland,Northern,35-44,3_35-44,2008,15.1,,
1037,Ireland,Northern,35-44,3_35-44,2009,12.7,,
1038,Ireland,Northern,35-44,3_35-44,2010,14.1,,
1039,Ireland,Northern,35-44,3_35-44,2011,13.3,,
1040,Ireland,Northern,35-44,3_35-44,2012,11.9,,
1041,Ireland,Northern,35-44,3_35-44,2013,12.1,,
1042,Ireland,Northern,35-44,3_35-44,2014,12.0,,
1043,Ireland,Northern,35-44,3_35-44,2015,12.8,p,provisional
1044,Ireland,Northern,35-44,3_35-44,2016,12.9,p,provisional
1045,Ireland,Northern,35-44,3_35-44,2017,13.0,p,provisional
1046,Ireland,Northern,35-44,3_35-44,2018,15.0,,
1047,Ireland,Northern,35-44,3_35-44,2019,12.4,,
1048,Ireland,Northern,35-44,3_35-44,2020,9.6,,
1049,Ireland,Northern,35-44,3_35-44,2021,10.4,,
1050,Ireland,Northern,35-44,3_35-44,2022,9.1,,
1051,Ireland,Northern,35-44,3_35-44,2023,8.5,p,provisional
1052,Ireland,Northern,35-44,3_35-44,2024,7.6,p,provisional
1053,Ireland,Northern,45-54,4_45-54,2008,16.5,,
1054,Ireland,Northern,45-54,4_45-54,2009,19.5,,
1055,Ireland,Northern,45-54,4_45-54,2010,17.8,,
1056,Ireland,Northern,45-54,4_45-54,2011,19.6,,
1057,Ireland,Northern,45-54,4_45-54,2012,19.6,,
1058,Ireland,Northern,45-54,4_45-54,2013,19.6,,
1059,Ireland,Northern,45-54,4_45-54,2014,18.7,,
1060,Ireland,Northern,45-54,4_45-54,2015,23.8,p,provisional
1061,Ireland,Northern,45-54,4_45-54,2016,23.3,p,provisional
1062,Ireland,Northern,45-54,4_45-54,2017,23.1,p,provisional
1063,Ireland,Northern,45-54,4_45-54,2018,10.0,,
1064,Ireland,Northern,45-54,4_45-54,2019,10.2,,
1065,Ireland,Northern,45-54,4_45-54,2020,10.2,,
1066,Ireland,Northern,45-54,4_45-54,2021,11.3,,
1067,Ireland,Northern,45-54,4_45-54,2022,12.0,,
1068,Ireland,Northern,45-54,4_45-54,2023,11.1,p,provisional
1069,Ireland,Northern,45-54,4_45-54,2024,9.6,p,provisional
1070,Ireland,Northern,55-64,5_55-64,2008,21.5,,
1071,Ireland,Northern,55-64,5_55-64,2009,21.2,,
1072,Ireland,Northern,55-64,5_55-64,2010,20.4,,
1073,Ireland,Northern,55-64,5_55-64,2011,23.1,,
1074,Ireland,Northern,55-64,5_55-64,2012,23.4,,
1075,Ireland,Northern,55-64,5_55-64,2013,22.7,,
1076,Ireland,Northern,55-64,5_55-64,2014,24.6,,
1077,Ireland,Northern,55-64,5_55-64,2015,25.5,p,provisional
1078,Ireland,Northern,55-64,5_55-64,2016,25.0,p,provisional
1079,Ireland,Northern,55-64,5_55-64,2017,24.7,p,provisional
1080,Ireland,Northern,55-64,5_55-64,2018,20.2,,
1081,Ireland,Northern,55-64,5_55-64,2019,18.0,,
1082,Ireland,Northern,55-64,5_55-64,2020,15.2,,
1083,Ireland,Northern,55-64,5_55-64,2021,15.4,,
1084,Ireland,Northern,55-64,5_55-64,2022,13.9,,
1085,Ireland,Northern,55-64,5_55-64,2023,13.2,p,provisional
1086,Ireland,Northern,55-64,5_55-64,2024,12.3,p,provisional
1087,Ireland,Northern,65+,6_65+,2008,14.2,,
1088,Ireland,Northern,65+,6_65+,2009,11.7,,
1089,Ireland,Northern,65+,6_65+,2010,10.4,,
1090,Ireland,Northern,65+,6_65+,2011,22.9,,
1091,Ireland,Northern,65+,6_65+,2012,28.4,,
1092,Ireland,Northern,65+,6_65+,2013,25.1,,
1093,Ireland,Northern,65+,6_65+,2014,28.4,,
1094,Ireland,Northern,65+,6_65+,2015,27.5,p,provisional
1095,Ireland,Northern,65+,6_65+,2016,27.1,p,provisional
1096,Ireland,Northern,65+,6_65+,2017,26.7,p,provisional
1097,Ireland,Northern,65+,6_65+,2018,34.9,,
1098,Ireland,Northern,65+,6_65+,2019,29.0,,
1099,Ireland,Northern,65+,6_65+,2020,21.7,,
1100,Ireland,Northern,65+,6_65+,2021,16.2,,
1101,Ireland,Northern,65+,6_65+,2022,9.5,,
1102,Ireland,Northern,65+,6_65+,2023,9.1,p,provisional
1103,Ireland,Northern,65+,6_65+,2024,8.8,p,provisional
1104,Italy,Southern,Under 25,1_Under 25,2007,2.1,,
1105,Italy,Southern,Under 25,1_Under 25,2008,2.0,,
1106,Italy,Southern,Under 25,1_Under 25,2009,6.7,,
1107,Italy,Southern,Under 25,1_Under 25,2010,5.3,,
1108,Italy,Southern,Under 25,1_Under 25,2011,5.0,,
1109,Italy,Southern,Under 25,1_Under 25,2012,8.2,,
1110,Italy,Southern,Under 25,1_Under 25,2013,12.5,,
1111,Italy,Southern,Under 25,1_Under 25,2014,8.7,,
1112,Italy,Southern,Under 25,1_Under 25,2015,10.7,p,provisional
1113,Italy,Southern,Under 25,1_Under 25,2016,16.0,p,provisional
1114,Italy,Southern,Under 25,1_Under 25,2017,15.8,p,provisional
1115,Italy,Southern,Under 25,1_Under 25,2018,4.9,,
1116,Italy,Southern,Under 25,1_Under 25,2019,4.3,,
1117,Italy,Southern,Under 25,1_Under 25,2020,6.0,,
1118,Italy,Southern,Under 25,1_Under 25,2021,5.2,,
1119,Italy,Southern,Under 25,1_Under 25,2022,5.6,,
1120,Italy,Southern,Under 25,1_Under 25,2023,8.3,p,provisional
1121,Italy,Southern,Under 25,1_Under 25,2024,8.3,p,provisional
1122,Italy,Southern,25-34,2_25-34,2007,1.3,,
1123,Italy,Southern,25-34,2_25-34,2008,2.8,,
1124,Italy,Southern,25-34,2_25-34,2009,2.7,,
1125,Italy,Southern,25-34,2_25-34,2010,3.9,,
1126,Italy,Southern,25-34,2_25-34,2011,6.6,,
1127,Italy,Southern,25-34,2_25-34,2012,6.6,,
1128,Italy,Southern,25-34,2_25-34,2013,4.2,,
1129,Italy,Southern,25-34,2_25-34,2014,6.2,,
1130,Italy,Southern,25-34,2_25-34,2015,4.8,p,provisional
1131,Italy,Southern,25-34,2_25-34,2016,5.1,p,provisional
1132,Italy,Southern,25-34,2_25-34,2017,4.3,p,provisional
1133,Italy,Southern,25-34,2_25-34,2018,5.8,,
1134,Italy,Southern,25-34,2_25-34,2019,4.1,,
1135,Italy,Southern,25-34,2_25-34,2020,3.3,,
1136,Italy,Southern,25-34,2_25-34,2021,3.5,,
1137,Italy,Southern,25-34,2_25-34,2022,0.5,,
1138,Italy,Southern,25-34,2_25-34,2023,2.7,p,provisional
1139,Italy,Southern,25-34,2_25-34,2024,2.1,p,provisional
1140,Italy,Southern,35-44,3_35-44,2007,7.0,,
1141,Italy,Southern,35-44,3_35-44,2008,5.8,,
1142,Italy,Southern,35-44,3_35-44,2009,6.2,,
1143,Italy,Southern,35-44,3_35-44,2010,4.8,,
1144,Italy,Southern,35-44,3_35-44,2011,5.7,,
1145,Italy,Southern,35-44,3_35-44,2012,7.4,,
1146,Italy,Southern,35-44,3_35-44,2013,9.0,,
1147,Italy,Southern,35-44,3_35-44,2014,6.3,,
1148,Italy,Southern,35-44,3_35-44,2015,5.6,p,provisional
1149,Italy,Southern,35-44,3_35-44,2016,5.7,p,provisional
1150,Italy,Southern,35-44,3_35-44,2017,6.2,p,provisional
1151,Italy,Southern,35-44,3_35-44,2018,4.8,,
1152,Italy,Southern,35-44,3_35-44,2019,4.5,,
1153,Italy,Southern,35-44,3_35-44,2020,3.2,,
1154,Italy,Southern,35-44,3_35-44,2021,4.6,,
1155,Italy,Southern,35-44,3_35-44,2022,3.5,,
1156,Italy,Southern,35-44,3_35-44,2023,4.4,p,provisional
1157,Italy,Southern,35-44,3_35-44,2024,5.3,p,provisional
1158,Italy,Southern,45-54,4_45-54,2007,1.0,,
1159,Italy,Southern,45-54,4_45-54,2008,1.2,,
1160,Italy,Southern,45-54,4_45-54,2009,4.1,,
1161,Italy,Southern,45-54,4_45-54,2010,6.1,,
1162,Italy,Southern,45-54,4_45-54,2011,6.3,,
1163,Italy,Southern,45-54,4_45-54,2012,7.6,,
1164,Italy,Southern,45-54,4_45-54,2013,9.1,,
1165,Italy,Southern,45-54,4_45-54,2014,7.8,,
1166,Italy,Southern,45-54,4_45-54,2015,7.4,p,provisional
1167,Italy,Southern,45-54,4_45-54,2016,6.4,p,provisional
1168,Italy,Southern,45-54,4_45-54,2017,8.6,p,provisional
1169,Italy,Southern,45-54,4_45-54,2018,7.5,,
1170,Italy,Southern,45-54,4_45-54,2019,6.5,,
1171,Italy,Southern,45-54,4_45-54,2020,6.1,,
1172,Italy,Southern,45-54,4_45-54,2021,7.1,,
1173,Italy,Southern,45-54,4_45-54,2022,6.7,,
1174,Italy,Southern,45-54,4_45-54,2023,4.5,p,provisional
1175,Italy,Southern,45-54,4_45-54,2024,8.0,p,provisional
1176,Italy,Southern,55-64,5_55-64,2007,10.7,,
1177,Italy,Southern,55-64,5_55-64,2008,7.8,,
1178,Italy,Southern,55-64,5_55-64,2009,5.1,,
1179,Italy,Southern,55-64,5_55-64,2010,3.9,,
1180,Italy,Southern,55-64,5_55-64,2011,3.4,,
1181,Italy,Southern,55-64,5_55-64,2012,5.7,,
1182,Italy,Southern,55-64,5_55-64,2013,5.2,,
1183,Italy,Southern,55-64,5_55-64,2014,7.2,,
1184,Italy,Southern,55-64,5_55-64,2015,6.3,p,provisional
1185,Italy,Southern,55-64,5_55-64,2016,5.7,p,provisional
1186,Italy,Southern,55-64,5_55-64,2017,6.9,p,provisional
1187,Italy,Southern,55-64,5_55-64,2018,9.2,,
1188,Italy,Southern,55-64,5_55-64,2019,8.6,,
1189,Italy,Southern,55-64,5_55-64,2020,8.5,,
1190,Italy,Southern,55-64,5_55-64,2021,8.6,,
1191,Italy,Southern,55-64,5_55-64,2022,7.9,,
1192,Italy,Southern,55-64,5_55-64,2023,3.3,p,provisional
1193,Italy,Southern,55-64,5_55-64,2024,8.9,p,provisional
1194,Italy,Southern,65+,6_65+,2010,36.9,,
1195,Italy,Southern,65+,6_65+,2014,37.6,,
1196,Italy,Southern,65+,6_65+,2018,10.9,,
1197,Italy,Southern,65+,6_65+,2019,12.5,,
1198,Italy,Southern,65+,6_65+,2020,14.6,,
1199,Italy,Southern,65+,6_65+,2021,15.3,,
1200,Italy,Southern,65+,6_65+,2022,13.5,,
1201,Italy,Southern,65+,6_65+,2023,7.7,p,provisional
1202,Italy,Southern,65+,6_65+,2024,12.6,p,provisional
1203,Latvia,Northern,Under 25,1_Under 25,2010,6.7,,
1204,Latvia,Northern,Under 25,1_Under 25,2014,14.0,,
1205,Latvia,Northern,Under 25,1_Under 25,2015,12.2,d,definition differs
1206,Latvia,Northern,Under 25,1_Under 25,2016,11.6,d,definition differs
1207,Latvia,Northern,Under 25,1_Under 25,2017,11.5,d,definition differs
1208,Latvia,Northern,Under 25,1_Under 25,2018,10.3,d,definition differs
1209,Latvia,Northern,Under 25,1_Under 25,2019,10.8,,
1210,Latvia,Northern,Under 25,1_Under 25,2020,12.2,,
1211,Latvia,Northern,Under 25,1_Under 25,2021,9.0,,
1212,Latvia,Northern,Under 25,1_Under 25,2022,11.9,,
1213,Latvia,Northern,Under 25,1_Under 25,2023,10.4,p,provisional
1214,Latvia,Northern,Under 25,1_Under 25,2024,9.1,p,provisional
1215,Latvia,Northern,25-34,2_25-34,2010,15.8,,
1216,Latvia,Northern,25-34,2_25-34,2014,14.7,,
1217,Latvia,Northern,25-34,2_25-34,2015,16.4,d,definition differs
1218,Latvia,Northern,25-34,2_25-34,2016,17.2,d,definition differs
1219,Latvia,Northern,25-34,2_25-34,2017,18.8,d,definition differs
1220,Latvia,Northern,25-34,2_25-34,2018,18.7,d,definition differs
1221,Latvia,Northern,25-34,2_25-34,2019,18.6,,
1222,Latvia,Northern,25-34,2_25-34,2020,18.8,,
1223,Latvia,Northern,25-34,2_25-34,2021,15.5,,
1224,Latvia,Northern,25-34,2_25-34,2022,16.1,,
1225,Latvia,Northern,25-34,2_25-34,2023,13.5,p,provisional
1226,Latvia,Northern,25-34,2_25-34,2024,11.6,p,provisional
1227,Latvia,Northern,35-44,3_35-44,2010,18.6,,
1228,Latvia,Northern,35-44,3_35-44,2014,22.7,,
1229,Latvia,Northern,35-44,3_35-44,2015,24.0,d,definition differs
1230,Latvia,Northern,35-44,3_35-44,2016,23.5,d,definition differs
1231,Latvia,Northern,35-44,3_35-44,2017,22.9,d,definition differs
1232,Latvia,Northern,35-44,3_35-44,2018,21.8,d,definition differs
1233,Latvia,Northern,35-44,3_35-44,2019,22.0,,
1234,Latvia,Northern,35-44,3_35-44,2020,21.7,,
1235,Latvia,Northern,35-44,3_35-44,2021,19.1,,
1236,Latvia,Northern,35-44,3_35-44,2022,20.6,,
1237,Latvia,Northern,35-44,3_35-44,2023,18.7,p,provisional
1238,Latvia,Northern,35-44,3_35-44,2024,16.8,p,provisional
1239,Latvia,Northern,45-54,4_45-54,2010,12.7,,
1240,Latvia,Northern,45-54,4_45-54,2014,14.6,,
1241,Latvia,Northern,45-54,4_45-54,2015,17.1,d,definition differs
1242,Latvia,Northern,45-54,4_45-54,2016,17.2,d,definition differs
1243,Latvia,Northern,45-54,4_45-54,2017,18.1,d,definition differs
1244,Latvia,Northern,45-54,4_45-54,2018,17.5,d,definition differs
1245,Latvia,Northern,45-54,4_45-54,2019,17.5,,
1246,Latvia,Northern,45-54,4_45-54,2020,18.5,,
1247,Latvia,Northern,45-54,4_45-54,2021,15.7,,
1248,Latvia,Northern,45-54,4_45-54,2022,18.5,,
1249,Latvia,Northern,45-54,4_45-54,2023,17.3,p,provisional
1250,Latvia,Northern,45-54,4_45-54,2024,16.0,p,provisional
1251,Latvia,Northern,55-64,5_55-64,2010,16.7,,
1252,Latvia,Northern,55-64,5_55-64,2014,14.4,,
1253,Latvia,Northern,55-64,5_55-64,2015,16.2,d,definition differs
1254,Latvia,Northern,55-64,5_55-64,2016,16.2,d,definition differs
1255,Latvia,Northern,55-64,5_55-64,2017,16.4,d,definition differs
1256,Latvia,Northern,55-64,5_55-64,2018,15.4,d,definition differs
1257,Latvia,Northern,55-64,5_55-64,2019,15.9,,
1258,Latvia,Northern,55-64,5_55-64,2020,16.6,,
1259,Latvia,Northern,55-64,5_55-64,2021,13.2,,
1260,Latvia,Northern,55-64,5_55-64,2022,15.9,,
1261,Latvia,Northern,55-64,5_55-64,2023,15.3,p,provisional
1262,Latvia,Northern,55-64,5_55-64,2024,12.0,p,provisional
1263,Latvia,Northern,65+,6_65+,2010,16.9,,
1264,Latvia,Northern,65+,6_65+,2014,15.7,,
1265,Latvia,Northern,65+,6_65+,2015,17.8,d,definition differs
1266,Latvia,Northern,65+,6_65+,2016,19.1,d,definition differs
1267,Latvia,Northern,65+,6_65+,2017,18.1,d,definition differs
1268,Latvia,Northern,65+,6_65+,2018,15.2,d,definition differs
1269,Latvia,Northern,65+,6_65+,2019,14.6,,
1270,Latvia,Northern,65+,6_65+,2020,14.3,,
1271,Latvia,Northern,65+,6_65+,2021,11.1,,
1272,Latvia,Northern,65+,6_65+,2022,13.4,,
1273,Latvia,Northern,65+,6_65+,2023,13.7,p,provisional
1274,Latvia,Northern,65+,6_65+,2024,11.2,p,provisional
1275,Lithuania,Northern,Under 25,1_Under 25,2007,19.2,,
1276,Lithuania,Northern,Under 25,1_Under 25,2008,16.5,,
1277,Lithuania,Northern,Under 25,1_Under 25,2009,10.2,,
1278,Lithuania,Northern,Under 25,1_Under 25,2010,9.8,b,break in series
1279,Lithuania,Northern,Under 25,1_Under 25,2011,6.2,,
1280,Lithuania,Northern,Under 25,1_Under 25,2012,7.4,,
1281,Lithuania,Northern,Under 25,1_Under 25,2013,8.4,,
1282,Lithuania,Northern,Under 25,1_Under 25,2014,10.5,,
1283,Lithuania,Northern,Under 25,1_Under 25,2015,14.2,,
1284,Lithuania,Northern,Under 25,1_Under 25,2016,14.6,,
1285,Lithuania,Northern,Under 25,1_Under 25,2017,13.3,,
1286,Lithuania,Northern,Under 25,1_Under 25,2018,13.3,,
1287,Lithuania,Northern,Under 25,1_Under 25,2019,11.9,,
1288,Lithuania,Northern,Under 25,1_Under 25,2020,14.7,,
1289,Lithuania,Northern,Under 25,1_Under 25,2021,14.5,,
1290,Lithuania,Northern,Under 25,1_Under 25,2022,14.7,,
1291,Lithuania,Northern,Under 25,1_Under 25,2023,13.9,p,provisional
1292,Lithuania,Northern,Under 25,1_Under 25,2024,12.8,p,provisional
1293,Lithuania,Northern,25-34,2_25-34,2007,22.6,,
1294,Lithuania,Northern,25-34,2_25-34,2008,20.3,,
1295,Lithuania,Northern,25-34,2_25-34,2009,13.9,,
1296,Lithuania,Northern,25-34,2_25-34,2010,9.0,b,break in series
1297,Lithuania,Northern,25-34,2_25-34,2011,9.8,,
1298,Lithuania,Northern,25-34,2_25-34,2012,10.7,,
1299,Lithuania,Northern,25-34,2_25-34,2013,11.5,,
1300,Lithuania,Northern,25-34,2_25-34,2014,13.1,,
1301,Lithuania,Northern,25-34,2_25-34,2015,16.5,,
1302,Lithuania,Northern,25-34,2_25-34,2016,17.0,,
1303,Lithuania,Northern,25-34,2_25-34,2017,14.5,,
1304,Lithuania,Northern,25-34,2_25-34,2018,13.1,,
1305,Lithuania,Northern,25-34,2_25-34,2019,11.4,,
1306,Lithuania,Northern,25-34,2_25-34,2020,11.0,,
1307,Lithuania,Northern,25-34,2_25-34,2021,8.6,,
1308,Lithuania,Northern,25-34,2_25-34,2022,7.6,,
1309,Lithuania,Northern,25-34,2_25-34,2023,9.8,p,provisional
1310,Lithuania,Northern,25-34,2_25-34,2024,9.5,p,provisional
1311,Lithuania,Northern,35-44,3_35-44,2007,25.0,,
1312,Lithuania,Northern,35-44,3_35-44,2008,25.0,,
1313,Lithuania,Northern,35-44,3_35-44,2009,19.1,,
1314,Lithuania,Northern,35-44,3_35-44,2010,17.2,b,break in series
1315,Lithuania,Northern,35-44,3_35-44,2011,16.5,,
1316,Lithuania,Northern,35-44,3_35-44,2012,17.0,,
1317,Lithuania,Northern,35-44,3_35-44,2013,17.5,,
1318,Lithuania,Northern,35-44,3_35-44,2014,18.8,,
1319,Lithuania,Northern,35-44,3_35-44,2015,20.0,,
1320,Lithuania,Northern,35-44,3_35-44,2016,19.4,,
1321,Lithuania,Northern,35-44,3_35-44,2017,19.8,,
1322,Lithuania,Northern,35-44,3_35-44,2018,18.0,,
1323,Lithuania,Northern,35-44,3_35-44,2019,15.4,,
1324,Lithuania,Northern,35-44,3_35-44,2020,14.5,,
1325,Lithuania,Northern,35-44,3_35-44,2021,12.3,,
1326,Lithuania,Northern,35-44,3_35-44,2022,10.5,,
1327,Lithuania,Northern,35-44,3_35-44,2023,10.9,p,provisional
1328,Lithuania,Northern,35-44,3_35-44,2024,10.6,p,provisional
1329,Lithuania,Northern,45-54,4_45-54,2007,23.4,,
1330,Lithuania,Northern,45-54,4_45-54,2008,22.6,,
1331,Lithuania,Northern,45-54,4_45-54,2009,16.4,,
1332,Lithuania,Northern,45-54,4_45-54,2010,12.5,b,break in series
