id,country,eu_region,age_group,age_group_sort,year,gpg_pct,flag_code,flag_note
2201,Spain,Southern,25-34,2_25-34,2020,2.5,,
2202,Spain,Southern,25-34,2_25-34,2021,4.0,,
2203,Spain,Southern,25-34,2_25-34,2022,2.9,,
2204,Spain,Southern,25-34,2_25-34,2023,-0.5,p,provisional
2205,Spain,Southern,25-34,2_25-34,2024,-0.5,p,provisional
2206,Spain,Southern,35-44,3_35-44,2007,16.7,,
2207,Spain,Southern,35-44,3_35-44,2008,15.8,,
2208,Spain,Southern,35-44,3_35-44,2009,15.8,,
2209,Spain,Southern,35-44,3_35-44,2010,13.1,,
2210,Spain,Southern,35-44,3_35-44,2011,15.4,,
2211,Spain,Southern,35-44,3_35-44,2012,15.9,,
2212,Spain,Southern,35-44,3_35-44,2013,15.9,,
2213,Spain,Southern,35-44,3_35-44,2014,11.5,,
2214,Spain,Southern,35-44,3_35-44,2015,10.1,,
2215,Spain,Southern,35-44,3_35-44,2016,11.9,,
2216,Spain,Southern,35-44,3_35-44,2017,10.4,,
2217,Spain,Southern,35-44,3_35-44,2018,9.7,,
2218,Spain,Southern,35-44,3_35-44,2019,7.8,,
2219,Spain,Southern,35-44,3_35-44,2020,7.2,,
2220,Spain,Southern,35-44,3_35-44,2021,6.7,,
2221,Spain,Southern,35-44,3_35-44,2022,8.7,,
2222,Spain,Southern,35-44,3_35-44,2023,5.8,p,provisional
2223,Spain,Southern,35-44,3_35-44,2024,5.8,p,provisional
2224,Spain,Southern,45-54,4_45-54,2007,18.8,,
2225,Spain,Southern,45-54,4_45-54,2008,17.6,,
2226,Spain,Southern,45-54,4_45-54,2009,18.8,,
2227,Spain,Southern,45-54,4_45-54,2010,18.8,,
2228,Spain,Southern,45-54,4_45-54,2011,19.6,,
2229,Spain,Southern,45-54,4_45-54,2012,20.5,,
2230,Spain,Southern,45-54,4_45-54,2013,19.6,,
2231,Spain,Southern,45-54,4_45-54,2014,19.0,,
2232,Spain,Southern,45-54,4_45-54,2015,16.6,,
2233,Spain,Southern,45-54,4_45-54,2016,16.8,,
2234,Spain,Southern,45-54,4_45-54,2017,15.8,,
2235,Spain,Southern,45-54,4_45-54,2018,13.8,,
2236,Spain,Southern,45-54,4_45-54,2019,12.2,,
2237,Spain,Southern,45-54,4_45-54,2020,12.1,,
2238,Spain,Southern,45-54,4_45-54,2021,11.6,,
2239,Spain,Southern,45-54,4_45-54,2022,10.8,,
2240,Spain,Southern,45-54,4_45-54,2023,9.3,p,provisional
2241,Spain,Southern,45-54,4_45-54,2024,9.3,p,provisional
2242,Spain,Southern,55-64,5_55-64,2007,21.7,,
2243,Spain,Southern,55-64,5_55-64,2008,21.9,,
2244,Spain,Southern,55-64,5_55-64,2009,22.8,,
2245,Spain,Southern,55-64,5_55-64,2010,23.7,,
2246,Spain,Southern,55-64,5_55-64,2011,22.9,,
2247,Spain,Southern,55-64,5_55-64,2012,24.2,,
2248,Spain,Southern,55-64,5_55-64,2013,23.0,,
2249,Spain,Southern,55-64,5_55-64,2014,21.1,,
2250,Spain,Southern,55-64,5_55-64,2015,22.7,,
2251,Spain,Southern,55-64,5_55-64,2016,22.6,,
2252,Spain,Southern,55-64,5_55-64,2017,20.5,,
2253,Spain,Southern,55-64,5_55-64,2018,18.2,,
2254,Spain,Southern,55-64,5_55-64,2019,15.8,,
2255,Spain,Southern,55-64,5_55-64,2020,14.7,,
2256,Spain,Southern,55-64,5_55-64,2021,13.9,,
2257,Spain,Southern,55-64,5_55-64,2022,12.6,,
2258,Spain,Southern,55-64,5_55-64,2023,12.0,p,provisional
2259,Spain,Southern,55-64,5_55-64,2024,12.0,p,provisional
2260,Spain,Southern,65+,6_65+,2010,45.1,,
2261,Spain,Southern,65+,6_65+,2011,51.9,,
2262,Spain,Southern,65+,6_65+,2012,48.9,,
2263,Spain,Southern,65+,6_65+,2013,43.5,,
2264,Spain,Southern,65+,6_65+,2014,45.3,,
2265,Spain,Southern,65+,6_65+,2015,48.2,,
2266,Spain,Southern,65+,6_65+,2016,43.9,,
2267,Spain,Southern,65+,6_65+,2017,51.1,,
2268,Spain,Southern,65+,6_65+,2018,34.3,,
2269,Spain,Southern,65+,6_65+,2019,34.1,,
2270,Spain,Southern,65+,6_65+,2020,30.3,,
2271,Spain,Southern,65+,6_65+,2021,32.6,,
2272,Spain,Southern,65+,6_65+,2022,33.3,,
2273,Spain,Southern,65+,6_65+,2023,32.8,p,provisional
2274,Spain,Southern,65+,6_65+,2024,32.8,p,provisional
2275,Sweden,Northern,Under 25,1_Under 25,2008,6.8,,
2276,Sweden,Northern,Under 25,1_Under 25,2009,5.3,,
2277,Sweden,Northern,Under 25,1_Under 25,2010,6.5,,
2278,Sweden,Northern,Under 25,1_Under 25,2011,5.9,,
2279,Sweden,Northern,Under 25,1_Under 25,2012,5.9,,
2280,Sweden,Northern,Under 25,1_Under 25,2013,5.4,,
2281,Sweden,Northern,Under 25,1_Under 25,2014,5.3,,
2282,Sweden,Northern,Under 25,1_Under 25,2015,6.2,,
2283,Sweden,Northern,Under 25,1_Under 25,2016,4.8,,
2284,Sweden,Northern,Under 25,1_Under 25,2017,5.6,,
2285,Sweden,Northern,Under 25,1_Under 25,2018,6.0,,
2286,Sweden,Northern,Under 25,1_Under 25,2019,5.3,,
2287,Sweden,Northern,Under 25,1_Under 25,2020,6.1,,
2288,Sweden,Northern,Under 25,1_Under 25,2021,5.9,,
2289,Sweden,Northern,Under 25,1_Under 25,2022,6.1,,
2290,Sweden,Northern,Under 25,1_Under 25,2023,5.4,p,provisional
2291,Sweden,Northern,Under 25,1_Under 25,2024,5.8,p,provisional
2292,Sweden,Northern,25-34,2_25-34,2008,11.6,,
2293,Sweden,Northern,25-34,2_25-34,2009,10.1,,
2294,Sweden,Northern,25-34,2_25-34,2010,10.2,,
2295,Sweden,Northern,25-34,2_25-34,2011,9.9,,
2296,Sweden,Northern,25-34,2_25-34,2012,10.0,,
2297,Sweden,Northern,25-34,2_25-34,2013,9.4,,
2298,Sweden,Northern,25-34,2_25-34,2014,9.2,,
2299,Sweden,Northern,25-34,2_25-34,2015,9.5,,
2300,Sweden,Northern,25-34,2_25-34,2016,8.6,,
2301,Sweden,Northern,25-34,2_25-34,2017,8.4,,
2302,Sweden,Northern,25-34,2_25-34,2018,8.0,,
2303,Sweden,Northern,25-34,2_25-34,2019,7.4,,
2304,Sweden,Northern,25-34,2_25-34,2020,7.0,,
2305,Sweden,Northern,25-34,2_25-34,2021,7.0,,
2306,Sweden,Northern,25-34,2_25-34,2022,7.1,,
2307,Sweden,Northern,25-34,2_25-34,2023,7.0,p,provisional
2308,Sweden,Northern,25-34,2_25-34,2024,6.9,p,provisional
2309,Sweden,Northern,35-44,3_35-44,2008,18.6,,
2310,Sweden,Northern,35-44,3_35-44,2009,17.4,,
2311,Sweden,Northern,35-44,3_35-44,2010,16.9,,
2312,Sweden,Northern,35-44,3_35-44,2011,17.5,,
2313,Sweden,Northern,35-44,3_35-44,2012,17.4,,
2314,Sweden,Northern,35-44,3_35-44,2013,16.7,,
2315,Sweden,Northern,35-44,3_35-44,2014,15.7,,
2316,Sweden,Northern,35-44,3_35-44,2015,15.6,,
2317,Sweden,Northern,35-44,3_35-44,2016,14.8,,
2318,Sweden,Northern,35-44,3_35-44,2017,13.2,,
2319,Sweden,Northern,35-44,3_35-44,2018,12.6,,
2320,Sweden,Northern,35-44,3_35-44,2019,12.1,,
2321,Sweden,Northern,35-44,3_35-44,2020,10.8,,
2322,Sweden,Northern,35-44,3_35-44,2021,11.1,,
2323,Sweden,Northern,35-44,3_35-44,2022,10.6,,
2324,Sweden,Northern,35-44,3_35-44,2023,11.7,p,provisional
2325,Sweden,Northern,35-44,3_35-44,2024,11.5,p,provisional
2326,Sweden,Northern,45-54,4_45-54,2008,20.4,,
2327,Sweden,Northern,45-54,4_45-54,2009,18.9,,
2328,Sweden,Northern,45-54,4_45-54,2010,18.9,,
2329,Sweden,Northern,45-54,4_45-54,2011,19.5,,
2330,Sweden,Northern,45-54,4_45-54,2012,19.1,,
2331,Sweden,Northern,45-54,4_45-54,2013,17.8,,
2332,Sweden,Northern,45-54,4_45-54,2014,16.7,,
2333,Sweden,Northern,45-54,4_45-54,2015,17.0,,
2334,Sweden,Northern,45-54,4_45-54,2016,16.0,,
2335,Sweden,Northern,45-54,4_45-54,2017,15.5,,
2336,Sweden,Northern,45-54,4_45-54,2018,15.3,,
2337,Sweden,Northern,45-54,4_45-54,2019,15.3,,
2338,Sweden,Northern,45-54,4_45-54,2020,13.8,,
2339,Sweden,Northern,45-54,4_45-54,2021,13.6,,
2340,Sweden,Northern,45-54,4_45-54,2022,13.0,,
2341,Sweden,Northern,45-54,4_45-54,2023,15.3,p,provisional
2342,Sweden,Northern,45-54,4_45-54,2024,14.4,p,provisional
2343,Sweden,Northern,55-64,5_55-64,2008,20.1,,
2344,Sweden,Northern,55-64,5_55-64,2009,19.2,,
2345,Sweden,Northern,55-64,5_55-64,2010,18.9,,
2346,Sweden,Northern,55-64,5_55-64,2011,17.7,,
2347,Sweden,Northern,55-64,5_55-64,2012,17.4,,
2348,Sweden,Northern,55-64,5_55-64,2013,17.0,,
2349,Sweden,Northern,55-64,5_55-64,2014,16.0,,
2350,Sweden,Northern,55-64,5_55-64,2015,16.1,,
2351,Sweden,Northern,55-64,5_55-64,2016,16.0,,
2352,Sweden,Northern,55-64,5_55-64,2017,15.3,,
2353,Sweden,Northern,55-64,5_55-64,2018,14.9,,
2354,Sweden,Northern,55-64,5_55-64,2019,14.8,,
2355,Sweden,Northern,55-64,5_55-64,2020,14.5,,
2356,Sweden,Northern,55-64,5_55-64,2021,14.5,,
2357,Sweden,Northern,55-64,5_55-64,2022,14.9,,
2358,Sweden,Northern,55-64,5_55-64,2023,14.2,p,provisional
2359,Sweden,Northern,55-64,5_55-64,2024,14.2,p,provisional
2360,Sweden,Northern,65+,6_65+,2010,19.8,,
2361,Sweden,Northern,65+,6_65+,2014,13.4,,
2362,Sweden,Northern,65+,6_65+,2015,16.6,,
2363,Sweden,Northern,65+,6_65+,2016,14.8,,
2364,Sweden,Northern,65+,6_65+,2017,12.8,,
2365,Sweden,Northern,65+,6_65+,2018,12.1,,
2366,Sweden,Northern,65+,6_65+,2019,12.1,,
2367,Sweden,Northern,65+,6_65+,2020,11.0,,
2368,Sweden,Northern,65+,6_65+,2021,9.0,,
2369,Sweden,Northern,65+,6_65+,2022,9.8,,
2370,Sweden,Northern,65+,6_65+,2023,8.6,p,provisional
2371,Sweden,Northern,65+,6_65+,2024,9.2,p,provisional
